versionCreated,text,storyId,sourceCode
2022-12-16 10:30:39.534000+00:00,VIRGIN MONEY UK PLC CLYDESDALE BANK PLC  - DIRECTORATE CHANGE,urn:newsml:newswire.refinitiv.com:20221216:nTUC3VVMWV:1,NS:RTRS
2022-11-30 13:11:03+00:00,BREAKINGVIEWS-UK banks’ Big Bang thankfully looks like big flop,urn:newsml:newswire.refinitiv.com:20221130:nL8N32Q252:5,NS:RTRS
2022-11-30 06:24:17.096000+00:00,VIRGIN MONEY UK PLC <VMUK.L>: MORGAN STANLEY RAISES TARGET PRICE TO 175P FROM 165P,urn:newsml:newswire.refinitiv.com:20221130:nFWN32Q055:1,NS:RTRS
2022-11-24 09:21:57.628000+00:00,VIRGIN MONEY UK PLC <VMUK.L>: UBS RAISES TO BUY FROM NEUTRAL; RAISES TARGET PRICE TO 205P FROM 160P,urn:newsml:newswire.refinitiv.com:20221124:nFWN32K08V:1,NS:RTRS
2022-11-22 17:15:55.941000+00:00,"Refinitiv Newscasts - UK Day Ahead: Zero COVID returns? EZ Consumer Confidence, Krunchy Dream",urn:newsml:newswire.refinitiv.com:20221121:nRTVc2sscb:8,NS:RTRS
2022-11-22 06:10:03.097000+00:00,VIRGIN MONEY UK PLC <VMUK.L>: CITIGROUP RAISES PRICE TARGET TO 250P FROM 245P,urn:newsml:newswire.refinitiv.com:20221122:nFWN32I0DF:1,NS:RTRS
2022-11-22 00:01:00+00:00,BUZZ-ASX-listed shares of Virgin Money rise most in 21 months on higher profit,urn:newsml:newswire.refinitiv.com:20221122:nL4N32H3Z1:1,NS:RTRS
2022-11-21 08:58:25+00:00,"BUZZ-UK's Virgin Money tops mid-caps on profit jump, investor payouts",urn:newsml:newswire.refinitiv.com:20221121:nL4N32H1QZ:1,NS:RTRS
2022-11-21 08:36:59+00:00,FTSE 100 slides as weaker commodity prices weigh,urn:newsml:newswire.refinitiv.com:20221121:nL4N32H1FO:4,NS:RTRS
2022-11-21 08:34:01+00:00,"UPDATE 2-Virgin Money shares leap on higher profit, investor payouts",urn:newsml:newswire.refinitiv.com:20221121:nL8N32H15B:6,NS:RTRS
2022-11-21 08:11:02+00:00,"VIRGIN MONEY UK <VMUK.L> SHARES EXTEND GAINS AFTER REPORTING JUMP IN FULL-YEAR PROFIT, LAST UP 9.9%",urn:newsml:newswire.refinitiv.com:20221121:nL8N32H1G2:1,NS:RTRS
2022-11-21 08:00:44+00:00,VIRGIN MONEY SHARES UP 3% AFTER REPORTING JUMP IN FULL-YEAR PROFIT,urn:newsml:newswire.refinitiv.com:20221121:nL8N32H1DT:1,NS:RTRS
2022-11-21 07:40:51+00:00,BRIEF-Virgin Money UK Announces Share Buyback Extension To Repurchase Up To An Additional £50 Mln,urn:newsml:newswire.refinitiv.com:20221121:nTUC6QKZD9:1,NS:RTRS
2022-11-21 07:10:34+00:00,Virgin Money reports 43% rise in annual profit,urn:newsml:newswire.refinitiv.com:20221121:nL4N32E2UR:3,NS:RTRS
2022-11-21 07:08:48.875000+00:00,VIRGIN MONEY UK PLC-VMUK COMMENCES GBP50M SHARE BUYBACK EXTENSION,urn:newsml:newswire.refinitiv.com:20221121:nTUE8NWKJM:1,NS:RTRS
2022-11-21 07:05:14+00:00,BRIEF-Virgin Money reports full-year earnings,urn:newsml:newswire.refinitiv.com:20221121:nFWN32G016:1,NS:RTRS
2022-11-21 07:03:13.222000+00:00,"VIRGIN MONEY UK PLC <VMUK.L> - EXPECT C.11% STATUTORY ROTE IN FY24, CONSISTENT WITH TARGET OF GREATER THAN 10%",urn:newsml:newswire.refinitiv.com:20221121:nFWN32G016:20,NS:RTRS
2022-11-21 07:03:09.641000+00:00,"VIRGIN MONEY UK PLC <VMUK.L> - SHAREHOLDER DISTRIBUTIONS TO REFLECT 30% FULL YEAR DIVIDEND PAY-OUT,SUPPLEMENTED BY BUYBACKS,SUBJECT TO ONGOING ASSESSMENT OF SURPLUS CAPITAL, MARKET CONDITIONS AND REGULATORY APPROVAL",urn:newsml:newswire.refinitiv.com:20221121:nFWN32G016:19,NS:RTRS
